domain,videoId,commentId,lang_bucket,lang_conf,sim_top1_aff,sim_top2_aff,sim_margin_aff,sent_model_id,emo_model_id,tox_model_id,sent_pos,sent_neg,sent_neu,sent_top_label,sent_top_score,sent_reason,tox_score,tox_top_label,tox_top_score,tox_reason,emo_top_label,emo_top_score,emo_entropy,score_ok,sim_top1_align,sim_top2_align,sim_margin_align,aligned_keep,valence,polarity,coupling_sim,coupling_margin,negativity,conflict_proxy,sarcasm_like,weight_sarcasm
indo,Q4l8cBO0i0Q,UgzRbCA_bGmUsKENjW14AaABAg,id,1.0,0.6425664,0.4464519,0.19611448,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.9207528829574585,0.07484814524650574,0.0043989895,positive,0.92075294,,0.22107650339603424,toxic,0.2210765,,happy,0.3940299,1.4405729,True,0.6425664,0.4464519,0.19611448,True,0.8459047377109528,0.8459047377109528,0.6425663828849792,0.19611448049545288,0.03852381557226181,0.01989590191086568,0,1.0
indo,Q4l8cBO0i0Q,Ugxjzoo5VAqHboYKVUt4AaABAg,id,1.0,0.66721106,0.5264042,0.14080685,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.9779471755027771,0.01341518759727478,0.008637636,positive,0.9779472,,0.29805371165275574,toxic,0.2980537,,happy,0.57226914,1.2477785,True,0.66721106,0.5264042,0.14080685,True,0.9645319879055023,0.9645319879055023,0.6672110557556152,0.14080685377120972,0.00886700302362442,0.005550807411159595,0,1.0
indo,Q4l8cBO0i0Q,UgzD8exNhHozmfD0WNJ4AaABAg,id,1.0,0.65683043,0.50428903,0.1525414,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.027050690725445747,0.9692626595497131,0.0036866362,negative,0.96926266,,0.3206845223903656,toxic,0.32068452,,anger,0.85356,0.5642042,True,0.65683043,0.50428903,0.1525414,True,-0.9422119688242674,0.9422119688242674,0.6568304300308228,0.1525413990020752,0.48555299220606685,0.30210251728702053,0,1.0
indo,Q4l8cBO0i0Q,UgwafK-ORHQaAKAj09Z4AaABAg,id,1.0,0.6247629,0.4835545,0.14120838,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.00030925151077099144,0.9990071654319763,0.0006836095,negative,0.99900717,,0.5797792673110962,toxic,0.57977927,,anger,0.94599223,0.27276075,True,0.6247629,0.4835545,0.14120838,True,-0.9986979139212053,0.9986979139212053,0.6247628927230835,0.14120838046073914,0.49967447848030133,0.39417377340623005,0,1.0
indo,Q4l8cBO0i0Q,Ugy87I_AU_vs5lmcJm94AaABAg,id,1.0,0.6541858,0.48755413,0.16663164,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.004215219058096409,0.9812667965888977,0.01451797,negative,0.98126686,,0.22980642318725586,toxic,0.22980642,,anger,0.9460155,0.2830777,True,0.6541858,0.48755413,0.16663164,True,-0.9770515775308013,0.9770515775308013,0.6541857719421387,0.16663163900375366,0.4942628943827003,0.2969492684228294,0,1.0
indo,Q4l8cBO0i0Q,Ugx5mBcRQR6UzvF0oeR4AaABAg,id,1.0,0.65750813,0.46989664,0.18761149,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.0026165866293013096,0.9759439826011658,0.021439431,negative,0.9759439,,0.029411885887384415,toxic,0.029411886,,sadness,0.48265308,1.242788,True,0.65750813,0.46989664,0.18761149,True,-0.9733273959718645,0.9733273959718645,0.657508134841919,0.18761149048805237,0.4933318489929661,0.24714810464643197,0,1.0
indo,Q4l8cBO0i0Q,UgwBsU0ND2x6MUOfWhx4AaABAg,id,1.0,0.6497184,0.46855062,0.18116778,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.0006538203451782465,0.9987717866897583,0.0005744071,negative,0.9987717,,0.28838855028152466,toxic,0.28838855,,anger,0.9560105,0.23709714,True,0.6497184,0.46855062,0.18116778,True,-0.99811796634458,0.99811796634458,0.6497184038162231,0.18116778135299683,0.499529491586145,0.3211884115327409,0,1.0
indo,Q4l8cBO0i0Q,UgyYrUjqjBkLL0VFatF4AaABAg,other,0.2,0.6389092,0.4669339,0.17197531,cardiffnlp/twitter-xlm-roberta-base-sentiment,AnasAlokla/multilingual_go_emotions_V1.1,unitary/multilingual-toxic-xlm-roberta,0.02756604179739952,0.914650559425354,0.05778341,negative,0.9146505,,0.5358057022094727,toxic,0.5358057,,neutral,0.6790742,2.840389,True,0.6389092,0.4669339,0.17197531,True,-0.8870845176279545,0.8870845176279545,0.6389092206954956,0.17197531461715698,0.4717711294069886,0.32136800723961123,0,1.0
indo,Q4l8cBO0i0Q,Ugw0BmdPLaf57mas7-94AaABAg,id,1.0,0.6850207,0.5279527,0.15706801,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.9061182141304016,0.06274732202291489,0.031134479,positive,0.9061182,,0.1907622069120407,toxic,0.1907622,,happy,0.46481317,1.3438063,True,0.6850207,0.5279527,0.15706801,True,0.8433708921074867,0.8433708921074867,0.6850206851959229,0.15706801414489746,0.03915727697312832,0.019661929631473098,0,1.0
indo,Q4l8cBO0i0Q,UgxNJF51UQiLr1AGq294AaABAg,id,1.0,0.65833616,0.48915818,0.16917798,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.001089113880880177,0.9984222054481506,0.000488685,negative,0.99842227,,0.1084098219871521,toxic,0.10840982,,fear,0.6334968,1.0765078,True,0.65833616,0.48915818,0.16917798,True,-0.9973330915672705,0.9973330915672705,0.6583361625671387,0.16917797923088074,0.4993332728918176,0.27599493061568015,0,1.0
indo,Q4l8cBO0i0Q,UgxkI7-fo7HNKSWSDkV4AaABAg,other,0.1,0.6386001,0.5112883,0.12731183,cardiffnlp/twitter-xlm-roberta-base-sentiment,AnasAlokla/multilingual_go_emotions_V1.1,unitary/multilingual-toxic-xlm-roberta,0.03935273736715317,0.8205841183662415,0.14006315,negative,0.8205841,,0.32033872604370117,toxic,0.32033873,,neutral,0.9465237,2.6153646,True,0.6386001,0.5112883,0.12731183,True,-0.7812313809990883,0.7812313809990883,0.6386001110076904,0.1273118257522583,0.44530784524977207,0.2296653049647232,0,1.0
indo,Q4l8cBO0i0Q,UgyWOvoZsM-8Og0jAHF4AaABAg.9tDZFnTTE9m9tEc7k8Z7Ps,id,1.0,0.66921735,0.5389512,0.13026613,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.002399706980213523,0.9963873624801636,0.0012129351,negative,0.99638736,,0.617420494556427,toxic,0.6174205,,anger,0.90756774,0.42414767,True,0.66921735,0.5389512,0.13026613,True,-0.99398765549995,0.99398765549995,0.6692173480987549,0.13026612997055054,0.4984969138749875,0.40071574855599457,0,1.0
indo,Q4l8cBO0i0Q,UgzbFrnQfTIsjAAYp3d4AaABAg,id,1.0,0.62299246,0.4577349,0.16525754,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.025792092084884644,0.8334615230560303,0.14074637,negative,0.8334615,,0.6973003149032593,toxic,0.6973003,,happy,0.394523,1.3757143,True,0.62299246,0.4577349,0.16525754,True,-0.8076694309711456,0.8076694309711456,0.6229924559593201,0.1652575433254242,0.4519173577427864,0.3097571675903188,0,1.0
indo,Q4l8cBO0i0Q,Ugx7bIvOnjJqQa55ejN4AaABAg,id,1.0,0.6621389,0.533141,0.12899786,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.0004368209920357913,0.9991928339004517,0.00037037197,negative,0.9991928,,0.4740634560585022,toxic,0.47406346,,anger,0.96959406,0.17368418,True,0.6621389,0.533141,0.12899786,True,-0.9987560129084159,0.9987560129084159,0.6621388792991638,0.12899786233901978,0.49968900322710397,0.3678285056876737,0,1.0
indo,Q4l8cBO0i0Q,UgzRPg-pGdQJ2nasKOB4AaABAg,id,1.0,0.6526481,0.46391898,0.1887291,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.000957113690674305,0.995948314666748,0.003094598,negative,0.9959484,,0.16988545656204224,toxic,0.16988546,,anger,0.86599344,0.5301356,True,0.6526481,0.46391898,0.1887291,True,-0.9949912009760737,0.9949912009760737,0.6526480913162231,0.18872910737991333,0.49874780024401844,0.2902776374863469,0,1.0
indo,Q4l8cBO0i0Q,UgyuRBQX2uLxuwYZuph4AaABAg,id,1.0,0.69478905,0.43367386,0.2611152,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.0008444104460068047,0.9966942667961121,0.0024612972,negative,0.9966943,,0.09502384066581726,toxic,0.09502384,,anger,0.77129376,0.75840104,True,0.69478905,0.43367386,0.2611152,True,-0.9958498563501053,0.9958498563501053,0.6947890520095825,0.2611151933670044,0.4989624640875263,0.2720541278711095,0,1.0
indo,Q4l8cBO0i0Q,UgwOaG-Knb-w0N9Oy1d4AaABAg.9tAyaMae1xE9tBDqTsBBuJ,id,1.0,0.6616803,0.47606665,0.18561363,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.001213626703247428,0.9983822107315063,0.00040414158,negative,0.9983822,,0.3517325818538666,toxic,0.35173258,,anger,0.9464701,0.2728641,True,0.6616803,0.47606665,0.18561363,True,-0.9971685840282589,0.9971685840282589,0.661680281162262,0.18561363220214844,0.49929214600706473,0.3364992560961865,1,0.5
indo,Q4l8cBO0i0Q,UgzvJWkw8azaZ0EWSP14AaABAg,other,0.2,0.6441885,0.40372974,0.24045879,cardiffnlp/twitter-xlm-roberta-base-sentiment,AnasAlokla/multilingual_go_emotions_V1.1,unitary/multilingual-toxic-xlm-roberta,0.06354143470525742,0.7266898155212402,0.20976877,negative,0.7266898,,0.4651922881603241,toxic,0.4651923,,neutral,0.9389015,2.618381,True,0.6441885,0.40372974,0.24045879,True,-0.6631483808159828,0.6631483808159828,0.6441885232925415,0.24045878648757935,0.4157870952039957,0.20199766444668218,0,1.0
indo,Q4l8cBO0i0Q,UgxuDtqqLKAO50_QcBV4AaABAg.9t9oxzUXH7W9tBE2pX98eJ,other,0.3333333333333333,0.7161092,0.5275502,0.188559,cardiffnlp/twitter-xlm-roberta-base-sentiment,AnasAlokla/multilingual_go_emotions_V1.1,unitary/multilingual-toxic-xlm-roberta,0.18001580238342285,0.42267996072769165,0.39730427,negative,0.42267996,,0.5548202991485596,toxic,0.5548203,,annoyance,0.12910351,3.2678246,True,0.7161092,0.5275502,0.188559,True,-0.2426641583442688,0.2426641583442688,0.7161092162132263,0.18855899572372437,0.3106660395860672,0.058607017774699434,0,1.0
indo,Q4l8cBO0i0Q,UgxIJqPig5Nvwxk2-614AaABAg,id,1.0,0.7014734,0.48953205,0.21194136,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.000641837134025991,0.9986441731452942,0.0007139846,negative,0.9986442,,0.7338966131210327,toxic,0.7338966,,anger,0.7132372,0.9338348,True,0.7014734,0.48953205,0.21194136,True,-0.9980023360112682,0.9980023360112682,0.7014734148979187,0.21194136142730713,0.49950058400281705,0.43217611464546546,0,1.0
indo,Q4l8cBO0i0Q,UgziSCZ03xCCYPdcnbt4AaABAg,other,0.2,0.6342656,0.46667796,0.16758764,cardiffnlp/twitter-xlm-roberta-base-sentiment,AnasAlokla/multilingual_go_emotions_V1.1,unitary/multilingual-toxic-xlm-roberta,0.4726994037628174,0.2986178696155548,0.22868271,positive,0.4726994,,0.0247245691716671,toxic,0.02472457,,neutral,0.8098586,2.7273839,True,0.6342656,0.46667796,0.16758764,True,0.17408153414726257,0.17408153414726257,0.6342656016349792,0.16758763790130615,0.20647961646318436,0.01841649772451089,0,1.0
indo,Q4l8cBO0i0Q,Ugz9fsMzvOLU_Vrjo514AaABAg,id,1.0,0.6346088,0.49553928,0.13906953,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.6174517273902893,0.37433961033821106,0.008208663,positive,0.6174517,,0.2242109775543213,toxic,0.22421098,,anger,0.643893,0.9701031,True,0.6346088,0.49553928,0.13906953,True,0.24311211705207825,0.24311211705207825,0.634608805179596,0.13906952738761902,0.18922197073698044,0.028158170896925357,0,1.0
indo,Q4l8cBO0i0Q,Ugw3lN6LyW6bkKN9hFN4AaABAg,id,1.0,0.6579757,0.52621573,0.13175994,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.002106362720951438,0.9869557619094849,0.010937847,negative,0.98695576,,0.3697408437728882,toxic,0.36974084,,anger,0.6616652,1.033122,True,0.6579757,0.52621573,0.13175994,True,-0.9848493991885334,0.9848493991885334,0.6579756736755371,0.13175994157791138,0.49621234979713336,0.33469236357589494,0,1.0
indo,Q4l8cBO0i0Q,UgySfOLDYSVsPIBTIGN4AaABAg.9t9mExNCpkW9tfFpIdXGrh,other,0.3333333333333333,0.75480187,0.47238725,0.28241462,cardiffnlp/twitter-xlm-roberta-base-sentiment,AnasAlokla/multilingual_go_emotions_V1.1,unitary/multilingual-toxic-xlm-roberta,0.23785150051116943,0.4829610288143158,0.27918747,negative,0.48296103,,0.605156660079956,toxic,0.60515666,,fear,0.1066469,3.2710462,True,0.75480187,0.47238725,0.28241462,True,-0.24510952830314636,0.24510952830314636,0.754801869392395,0.28241461515426636,0.3112773820757866,0.06123436081551378,0,1.0
indo,Q4l8cBO0i0Q,UgwkL7m8i2y6qAWEon14AaABAg.9tFdyIgWqZ79tId9lcEAG_,id,1.0,0.66363513,0.45947313,0.204162,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.003964555915445089,0.9946725368499756,0.001362915,negative,0.9946726,,0.08660038560628891,toxic,0.086600386,,anger,0.94984907,0.25681618,True,0.66363513,0.45947313,0.204162,True,-0.9907079809345305,0.9907079809345305,0.6636351346969604,0.20416200160980225,0.4976769952336326,0.26787555694369125,0,1.0
indo,Q4l8cBO0i0Q,UgwaZK7Ojsuf-Gb80YF4AaABAg,other,0.2,0.6765349,0.519261,0.15727389,cardiffnlp/twitter-xlm-roberta-base-sentiment,AnasAlokla/multilingual_go_emotions_V1.1,unitary/multilingual-toxic-xlm-roberta,0.07183179259300232,0.6306586861610413,0.29750955,negative,0.6306587,,0.08688466995954514,toxic,0.08688467,,neutral,0.094999194,3.3077114,True,0.6765349,0.519261,0.15727389,True,-0.5588268935680389,0.5588268935680389,0.67653489112854,0.15727388858795166,0.38970672339200974,0.11835010960778465,0,1.0
indo,Q4l8cBO0i0Q,Ugxk_wEBHn8Cbbi7cA94AaABAg,other,0.2,0.6401646,0.52048826,0.11967635,cardiffnlp/twitter-xlm-roberta-base-sentiment,AnasAlokla/multilingual_go_emotions_V1.1,unitary/multilingual-toxic-xlm-roberta,0.8090159296989441,0.025344641879200935,0.16563943,positive,0.8090159,,0.020330047234892845,toxic,0.020330047,,neutral,0.93037075,2.631693,True,0.6401646,0.52048826,0.11967635,True,0.7836712878197432,0.7836712878197432,0.6401646137237549,0.11967635154724121,0.05408217804506421,0.021622145697741995,0,1.0
indo,Q4l8cBO0i0Q,UgxycYRZNJUQ386_eHJ4AaABAg,id,1.0,0.63146544,0.47123858,0.16022685,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.038965653628110886,0.7485388517379761,0.21249548,negative,0.74853885,,0.20751257240772247,toxic,0.20751257,,anger,0.8854084,0.4947342,True,0.63146544,0.47123858,0.16022685,True,-0.7095731981098652,0.7095731981098652,0.6314654350280762,0.16022685170173645,0.4273932995274663,0.18309925524896595,0,1.0
indo,Q4l8cBO0i0Q,UgyPIqs8iun6dv7dKs94AaABAg,id,1.0,0.6700233,0.5087273,0.16129601,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.0008733566501177847,0.9987273216247559,0.00039930918,negative,0.9987274,,0.17677991092205048,toxic,0.17677991,,sadness,0.5817231,1.0839468,True,0.6700233,0.5087273,0.16129601,True,-0.9978539649746381,0.9978539649746381,0.6700233221054077,0.16129601001739502,0.4994634912436595,0.29324862609330193,0,1.0
indo,Q4l8cBO0i0Q,Ugw2fSmubaGJ3lyct_d4AaABAg,id,1.0,0.7208314,0.5605651,0.16026628,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.8670907616615295,0.08816883713006973,0.044740386,positive,0.86709076,,0.10490181297063828,toxic,0.10490181,,happy,0.4989208,1.282686,True,0.7208314,0.5605651,0.16026628,True,0.7789219245314598,0.7789219245314598,0.7208313941955566,0.16026628017425537,0.05526951886713505,0.023783365094936903,0,1.0
indo,Q4l8cBO0i0Q,UgyryDXaVadQHw1vTLh4AaABAg.9tLoRyKP5Sf9tS_w7zos31,id,1.0,0.6234573,0.46641594,0.15704137,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.17415857315063477,0.8111410737037659,0.014700365,negative,0.811141,,0.5021275877952576,toxic,0.5021276,,anger,0.5146807,1.2801962,True,0.6234573,0.46641594,0.15704137,True,-0.6369825005531311,0.6369825005531311,0.6234573125839233,0.15704137086868286,0.4092456251382828,0.19578903847246507,0,1.0
indo,Q4l8cBO0i0Q,Ugw6TtQcZLOviSHZzIR4AaABAg,id,1.0,0.64576715,0.45197284,0.19379431,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.0033418454695492983,0.9940381646156311,0.0026199818,negative,0.9940382,,0.32905492186546326,toxic,0.32905492,,anger,0.94879675,0.2697797,True,0.64576715,0.45197284,0.19379431,True,-0.9906963191460818,0.9906963191460818,0.6457671523094177,0.19379431009292603,0.49767407978652045,0.32764119702628625,0,1.0
indo,Q4l8cBO0i0Q,UgwluRjl1qsHqECbFj14AaABAg,id,0.5,0.65955806,0.48438448,0.17517358,w11wo/indonesian-roberta-base-sentiment-classifier,StevenLimcorn/indonesian-roberta-base-emotion-classifier,unitary/multilingual-toxic-xlm-roberta,0.7957586050033569,0.17411184310913086,0.030129522,positive,0.7957586,,0.8151220679283142,toxic,0.81512207,,happy,0.6587876,1.0854466,True,0.65955806,0.48438448,0.17517358,True,0.6216467618942261,0.6216467618942261,0.6595580577850342,0.1751735806465149,0.09458830952644348,0.053365057398228465,0,1.0
indo,Q4l8cBO0i0Q,UgxLKGrFfHI3pdW-L8l4AaABAg,other,0.2,0.71657324,0.53695154,0.1796217,cardiffnlp/twitter-xlm-roberta-base-sentiment,AnasAlokla/multilingual_go_emotions_V1.1,unitary/multilingual-toxic-xlm-roberta,0.04412003234028816,0.7213063836097717,0.23457362,negative,0.7213063,,0.5604563355445862,toxic,0.56045634,,annoyance,0.2901433,3.1799433,True,0.71657324,0.53695154,0.1796217,True,-0.6771863512694836,0.6771863512694836,0.7165732383728027,0.17962169647216797,0.4192965878173709,0.22153948899176437,0,1.0
indo,Q4l8cBO0i0Q,UgxdxDCuVALnrHmr9R54AaABAg,other,0.2,0.6683891,0.5432868,0.12510228,cardiffnlp/twitter-xlm-roberta-base-sentiment,AnasAlokla/multilingual_go_emotions_V1.1,unitary/multilingual-toxic-xlm-roberta,0.5946256518363953,0.06557974219322205,0.33979464,positive,0.59462565,,0.02643689513206482,toxic,0.026436895,,neutral,0.23346384,3.2212548,True,0.6683891,0.5432868,0.12510228,True,0.5290459096431732,0.5290459096431732,0.668389081954956,0.12510228157043457,0.1177385225892067,0.031967906879550166,0,1.0
